Gene Ontology (GO),NAME
phytoceramidase activity [GO:0070774],YBR183W;YPL087W
piecemeal microautophagy of the nucleus [GO:0034727],YBR128C;YCR068W;YFR021W;YPL120W
plasma membrane [GO:0005886],YAL022C;YAL026C;YAL038W;YBL042C;YBR021W;YBR023C;YBR068C;YBR069C;YBR132C;YBR196C;YBR294W;YBR295W;YBR296C;YBR299W;YCL025C;YCL040W;YCR010C;YCR012W;YCR024C;YCR024C-A;YCR028C;YCR037C;YCR075C;YCR098C;YDL245C;YDL247W;YDR038C;YDR039C;YDR040C;YDR050C;YDR093W;YDR158W;YDR208W;YDR342C;YDR343C;YDR345C;YDR384C;YDR497C;YDR536W;YEL017C-A;YEL047C;YEL063C;YEL069C;YER056C;YER060W;YER060W-A;YER091C;YFL011W;YFL054C;YGL008C;YGL084C;YGL167C;YGL186C;YGL255W;YGR032W;YGR055W;YGR060W;YGR065C;YGR121C;YGR138C;YGR143W;YGR191W;YGR192C;YGR254W;YGR256W;YGR289C;YGR292W;YHL016C;YHR042W;YHR092C;YHR094C;YHR096C;YHR174W;YIL009W;YIL043C;YIL048W;YIR028W;YIR038C;YJL005W;YJL052W;YJL100W;YJL129C;YJL198W;YJL212C;YJL214W;YJL219W;YJR009C;YJR040W;YJR152W;YJR158W;YJR160C;YKL035W;YKL094W;YKL217W;YKL220C;YKR039W;YKR093W;YLL028W;YLL043W;YLL051C;YLL052C;YLL053C;YLL061W;YLR020C;YLR047C;YLR058C;YLR081W;YLR092W;YLR109W;YLR130C;YLR138W;YLR214W;YLR237W;YLR299W;YLR303W;YLR305C;YLR342W;YLR432W;YML123C;YML125C;YMR006C;YMR008C;YMR011W;YMR058W;YMR120C;YMR162C;YMR246W;YMR251W;YMR306W;YMR319C;YNL065W;YNL142W;YNL192W;YNL275W;YNL318C;YNR060W;YNR072W;YOL011W;YOL020W;YOL086C;YOL103W;YOL122C;YOL130W;YOL152W;YOL156W;YOR011W;YOR071C;YOR161C;YOR171C;YOR192C;YOR273C;YOR306C;YOR317W;YOR348C;YOR381W;YOR384W;YPL036W;YPL092W;YPL265W;YPL274W;YPR138C;YPR156C;YPR159W;YPR165W;YPR192W
plasma membrane lactate transport [GO:0035879],YKL217W
plasma membrane organization [GO:0007009],YMR251W
plasma membrane pyruvate transport [GO:0006849],YKL217W
plasma membrane selenite transport [GO:0097080],YCR037C;YKL217W;YML123C
plasmid maintenance [GO:0006276],YMR165C;YOR149C
polyamine acetylation [GO:0032917],YPR193C
polyamine catabolic process [GO:0006598],YMR169C;YMR170C
polyamine oxidase activity [GO:0046592],YMR020W
polyamine transmembrane transport [GO:1902047],YLL028W
polyamine transmembrane transporter activity [GO:0015203],YKL174C;YKR039W
polyamine transport [GO:0015846],YKL174C;YKR039W
polygalacturonase activity [GO:0004650],YJR153W
polyol transmembrane transport [GO:0015791],YLL043W
polyphosphate biosynthetic process [GO:0006799],YJL012C
polyphosphate catabolic process [GO:0006798],YDR452W;YHR201C;YOR163W
polyphosphate kinase activity [GO:0008976],YJL012C
polyphosphate metabolic process [GO:0006797],YCR037C;YDR452W;YJL012C;YJL198W;YML123C;YNR013C;YOR270C
polyprenyltransferase activity [GO:0002094],YBR002C;YMR101C
polysaccharide biosynthetic process [GO:0000271],YBR229C
polysaccharide catabolic process [GO:0000272],YDR371W;YLR286C;YLR307W;YLR308W;YNR067C
porphobilinogen synthase activity [GO:0004655],YGL040C
positive regulation of (R)-carnitine transmembrane transport [GO:1902274],YBR132C
positive regulation of ATP-dependent activity [GO:0032781],YCR024C;YCR024C-A;YEL017C-A
positive regulation of Golgi to plasma membrane protein transport [GO:0042998],YNL267W
positive regulation of Ras protein signal transduction [GO:0046579],YJL005W
positive regulation of TORC1 signaling [GO:1904263],YGL008C
positive regulation of apoptotic process [GO:0043065],YML120C
positive regulation of autophagosome assembly [GO:2000786],YNL267W
positive regulation of autophagy [GO:0010508],YDR074W
positive regulation of cell growth [GO:0030307],YDR428C
positive regulation of endocytosis [GO:0045807],YLR342W;YPR165W
positive regulation of filamentous growth of a population of unicellular organisms [GO:1900430],YNL142W
positive regulation of hydrogen sulfide biosynthetic process [GO:1904828],YAL012W
positive regulation of mitochondrial fusion [GO:0010636],YNL169C
positive regulation of mitotic actomyosin contractile ring assembly [GO:1903501],YPR165W
positive regulation of organelle assembly [GO:1902117],YDR232W
positive regulation of phosphatidylinositol biosynthetic process [GO:0010513],YNL054W
positive regulation of phosphorylation [GO:0042327],YLR386W
positive regulation of polyamine transmembrane transport [GO:1902269],YBR132C
positive regulation of protein kinase C signaling [GO:0090037],YPR165W
positive regulation of protein processing [GO:0010954],YNL169C
positive regulation of protein secretion [GO:0050714],YNL267W
positive regulation of sphingolipid biosynthetic process [GO:0090154],YBR058C-A
positive regulation of synaptonemal complex assembly [GO:1905088],YHR119W
positive regulation of thiamine biosynthetic process [GO:0090180],YDL080C
positive regulation of transcription by RNA polymerase II [GO:0045944],YDL080C;YDR173C;YHR119W;YJR104C;YMR020W
positive regulation of transcription by galactose [GO:0000411],YBR020W
positive regulation of transcription elongation by RNA polymerase II [GO:0032968],YBR034C;YBR097W;YLR240W
positive regulation of transcription from RNA polymerase II promoter by galactose [GO:0000435],YBR020W;YDR009W
positive regulation of vacuole organization [GO:0044090],YFR021W
post-Golgi vesicle-mediated transport [GO:0006892],YAL026C;YLR372W;YMR162C
post-translational protein targeting to endoplasmic reticulum membrane [GO:0006620],YDL100C
postreplication repair [GO:0006301],YDR440W
potassium ion binding [GO:0030955],YAL038W;YOR347C
potassium ion export across plasma membrane [GO:0097623],YLR138W
potassium ion homeostasis [GO:0055075],YBR235W
potassium ion import across plasma membrane [GO:1990573],YJL129C
potassium ion transmembrane transport [GO:0071805],YDR456W
potassium ion transmembrane transporter activity [GO:0015079],YJL129C;YLR138W
potassium ion transport [GO:0006813],YDR038C;YDR039C;YDR040C
potassium:chloride symporter activity [GO:0015379],YBR235W
potassium:proton antiporter activity [GO:0015386],YDR456W
pre-mRNA intronic binding [GO:0097157],YLR382C
precorrin-2 dehydrogenase activity [GO:0043115],YBR213W
prenyltransferase activity [GO:0004659],YBR002C;YBR003W;YMR101C;YPL069C
prephenate dehydratase activity [GO:0004664],YNL316C
prephenate dehydrogenase (NAD+) activity [GO:0008977],YBR166C
prephenate dehydrogenase (NADP+) activity [GO:0004665],YBR166C
proline biosynthetic process [GO:0006561],YDR300C;YER023W;YOR323C
proline catabolic process to glutamate [GO:0010133],YHR037W;YLR142W
proline dehydrogenase activity [GO:0004657],YLR142W
proline transport [GO:0015824],YJR001W;YKL146W;YOR348C
proline-tRNA ligase activity [GO:0004827],YER087W;YHR020W
prolyl-tRNA aminoacylation [GO:0006433],YER087W;YHR020W
promoter-specific chromatin binding [GO:1990841],YJR009C
"propionate catabolic process, 2-methylcitrate cycle [GO:0019629]",YPR001W;YPR006C
propionate metabolic process [GO:0019541],YPR002W
"propionate metabolic process, methylcitrate cycle [GO:0019679]",YPR002W
prospore membrane [GO:0005628],YBR023C;YBR180W;YGR032W;YIL099W;YKR031C;YLR307W;YOR190W
proteasome binding [GO:0070628],YBR295W
proteasome complex [GO:0000502],YLR450W
proteasome core complex [GO:0005839],YBR295W
proteasome storage granule assembly [GO:1902906],YBR127C;YGL008C
protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity [GO:0004671],YDR410C
protein N-linked glycosylation [GO:0006487],YBR110W;YBR199W;YBR205W;YBR243C;YDR483W;YEL042W;YFL045C;YGL027C;YGL038C;YGR036C;YGR227W;YJL139C;YKL104C;YKR061W;YMR084W;YNL029C;YNL048W;YNL219C;YNR030W;YOR002W;YOR067C;YOR099W;YPL053C;YPL227C
protein O-linked glycosylation [GO:0006493],YAL023C;YBR199W;YBR205W;YDR483W;YJR143C;YOR099W;YOR321W;YPL053C
protein O-linked mannosylation [GO:0035269],YAL023C;YDL093W;YDL095W;YJR143C;YOR321W;YPR183W
protein acetylation [GO:0006473],YEL066W;YPR193C
protein arginylation [GO:0016598],YGL017W
protein autoprocessing [GO:0016540],YGR170W;YNL169C
protein catabolic process [GO:0030163],YNL045W
protein deglutathionylation [GO:0080058],YGR209C;YLR043C
protein deglycosylation involved in glycoprotein catabolic process [GO:0035977],YJR131W
protein dimerization activity [GO:0046983],YBR121C;YDR158W;YER069W;YPR081C
protein exit from endoplasmic reticulum [GO:0032527],YAL023C;YDL095W
protein farnesylation [GO:0018343],YDL090C;YKL019W
protein farnesyltransferase activity [GO:0004660],YDL090C;YKL019W
protein farnesyltransferase complex [GO:0005965],YDL090C;YKL019W
protein folding [GO:0006457],YDR453C
protein folding chaperone [GO:0044183],YDL100C;YDR533C;YOR391C;YPL280W
protein folding in endoplasmic reticulum [GO:0034975],YJR051W
protein geranylgeranylation [GO:0018344],YKL019W
protein geranylgeranyltransferase activity [GO:0004661],YKL019W
protein glutathionylation [GO:0010731],YCL035C;YIR038C;YPL091W
protein glycosylation [GO:0006486],YBR002C;YBR110W;YDL055C;YEL042W;YER003C;YER005W;YGL065C;YJR131W;YLR057W;YMR013C;YMR101C;YNL048W;YNL219C;YNR030W;YOR002W
protein heterodimerization activity [GO:0046982],YGR180C;YJL026W
protein hexamerization [GO:0034214],YEL031W
protein histidyl modification to diphthamide [GO:0017183],YIL043C;YLR143W;YLR172C
protein homodimerization activity [GO:0042803],YDL022W;YDR044W;YNR016C;YOL049W;YOL059W
protein homooligomerization [GO:0051260],YLL001W
protein import into nucleus [GO:0006606],YNR016C
protein import into peroxisome matrix [GO:0016558],YDL022W;YOL126C
protein insertion into ER membrane [GO:0045048],YDL100C
protein insertion into mitochondrial inner membrane [GO:0045039],YKL141W
protein insertion into mitochondrial inner membrane from matrix [GO:0032979],YGR062C
protein kinase activity [GO:0004672],YLR240W
protein kinase binding [GO:0019901],YPR165W
protein lipoylation [GO:0009249],YAL044C;YJL046W;YLR239C;YOR196C
protein localization to bud neck [GO:0097271],YBR023C
protein localization to kinetochore [GO:0034501],YPL268W
protein localization to phagophore assembly site [GO:0034497],YFR021W
protein localization to plasma membrane [GO:0072659],YJL091C
protein localization to vacuolar membrane [GO:1903778],YLR386W;YNL054W
protein mannosylation [GO:0035268],YBR004C;YCL052C;YJR013W
protein maturation [GO:0051604],YBL091C
protein maturation by [2Fe-2S] cluster transfer [GO:0106034],YPL059W
protein maturation by [4Fe-4S] cluster transfer [GO:0106035],YPL059W
protein maturation by copper ion transfer [GO:0015680],YJR104C;YMR319C
protein maturation by iron-sulfur cluster transfer [GO:0097428],YPL059W
protein metabolic process [GO:0019538],YDL185W
protein methylation [GO:0006479],YHR119W;YNL092W
protein modification process [GO:0036211],YDL141W
protein phosphatase inhibitor activity [GO:0004864],YOR054C
protein processing [GO:0016485],YCL052C;YLR244C
protein processing involved in protein targeting to mitochondrion [GO:0006627],YBL045C
protein quality control for misfolded or incompletely synthesized proteins [GO:0006515],YBR041W
protein retention in Golgi apparatus [GO:0045053],YBR097W
protein serine kinase activity [GO:0106310],YBR097W
protein serine/threonine kinase activity [GO:0004674],YBR097W
protein serine/threonine phosphatase inhibitor activity [GO:0004865],YKR072C
protein stabilization [GO:0050821],YDR173C;YDR453C;YJR104C
protein targeting to membrane [GO:0006612],YDL142C
protein targeting to vacuole [GO:0006623],YBR097W;YEL027W;YNL275W;YPL120W;YPR139C
protein transport [GO:0015031],YBR097W;YBR128C;YDR093W;YEL031W;YFR021W;YGR209C;YIL002C;YIL048W;YJL212C;YKL103C;YKR093W;YLR043C;YLR240W;YLR360W;YLR386W;YML125C;YNL106C;YOL065C;YOR109W;YPL069C;YPL120W
protein unfolding [GO:0043335],YEL031W
protein urmylation [GO:0032447],YNL229C
protein-arginine omega-N asymmetric methyltransferase activity [GO:0035242],YBR034C
protein-arginine omega-N monomethyltransferase activity [GO:0035241],YBR034C
protein-containing complex [GO:0032991],YFR021W;YLR201C
protein-containing complex assembly [GO:0065003],YCL005W-A;YDR322C-A;YGR106C;YML081C-A;YOL077W-A;YOR270C;YPL078C;YPL132W;YPR020W
protein-disulfide reductase activity [GO:0015035],YGR209C;YLR043C
protein-lysine N-methyltransferase activity [GO:0016279],YHR109W;YHR119W;YLR285W
protein-macromolecule adaptor activity [GO:0030674],YDR173C;YLR386W
protein-membrane adaptor activity [GO:0043495],YBR070C
proteolysis [GO:0006508],YBL091C;YBR281C;YDR261C;YFR044C;YKL103C;YLR299W;YNL045W;YPR191W
protoheme IX farnesyltransferase activity [GO:0008495],YPL172C
proton export across plasma membrane [GO:0120029],YGL008C;YLR138W;YPL036W
proton motive force-driven ATP synthesis [GO:0015986],Q0080;Q0085;Q0130;YBL099W;YBR039W;YDL004W;YDR298C;YDR322C-A;YDR377W;YJR121W;YKL016C;YLR295C;YML081C-A;YOL077W-A;YPL078C;YPL271W;YPR020W
proton motive force-driven mitochondrial ATP synthesis [GO:0042776],YDR178W;YDR298C;YJR121W;YKL141W;YKL148C;YLL041C;YPL271W
proton transmembrane transport [GO:1902600],YBL045C;YBR127C;YCL005W-A;YDL067C;YDL185W;YDR377W;YDR529C;YEL027W;YEL051W;YFR033C;YGL008C;YGL187C;YGL191W;YGR020C;YGR106C;YGR183C;YGR240C;YHR001W-A;YHR026W;YHR039C-A;YHR051W;YIL111W;YKL080W;YLR038C;YLR295C;YLR395C;YLR447C;YMR054W;YMR205C;YMR256C;YNL052W;YOL077W-A;YOR270C;YOR332W;YPL036W;YPL234C;YPR036W;YPR128C;YPR170W-B;YPR191W
proton transmembrane transporter activity [GO:0015078],Q0080;Q0085;Q0130;YDR322C-A;YEL027W;YKL016C;YML081C-A;YPL078C;YPR020W
proton-dependent oligopeptide secondary active transmembrane transporter activity [GO:0005427],YJL212C
"proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]",YBL099W;YBR039W;YDL004W;YDL185W;YDR298C;YJR121W;YPL271W
"proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]",YBL099W;YDR298C;YJR121W;YPL271W
"proton-transporting ATPase activity, rotational mechanism [GO:0046961]",YBR127C;YCL005W-A;YDL185W;YEL027W;YEL051W;YGR020C;YGR106C;YHR026W;YHR039C-A;YJR121W;YKL080W;YLR447C;YMR054W;YOR270C;YOR332W;YPL234C;YPR036W;YPR170W-B
proton-transporting V-type ATPase complex [GO:0033176],YBR127C;YCL005W-A;YDL185W;YEL027W;YEL051W;YGR020C;YGR106C;YHR026W;YHR039C-A;YKL080W;YLR447C;YMR054W;YOR332W;YPL234C;YPR036W;YPR170W-B
protoporphyrinogen IX biosynthetic process [GO:0006782],YDL205C;YDR044W;YDR047W;YDR232W;YER014W;YGL040C;YOR278W
pseudohyphal growth [GO:0007124],YCL047C;YDL024C;YDR497C;YER178W;YNL142W
pseudouridine synthase activity [GO:0009982],YFL001W;YGL063W;YNL292W;YOL066C;YPL212C
purine deoxyribonucleoside triphosphate catabolic process [GO:0009217],YJR069C
purine nucleobase biosynthetic process [GO:0009113],YGR204W;YKR080W;YMR300C;YOR184W
purine nucleobase catabolic process [GO:0006145],YIR027C
purine nucleobase metabolic process [GO:0006144],YGL234W;YIR028W;YIR029W;YIR031C;YIR032C;YJR105W;YOR128C
purine nucleosidase activity [GO:0008477],YDR400W
purine nucleoside catabolic process [GO:0006152],YDR400W
purine nucleotide biosynthetic process [GO:0006164],YAR015W;YBL068W;YDR408C;YER099C;YGL234W;YGR061C;YGR204W;YHL011C;YKL181W;YKR080W;YLR028C;YLR359W;YMR120C;YMR300C;YNL220W;YOL061W
purine nucleotide metabolic process [GO:0006163],YDR454C;YML035C
purine ribonucleoside monophosphate biosynthetic process [GO:0009168],YNL141W
purine ribonucleoside salvage [GO:0006166],YDR399W;YDR441C;YJR105W;YLR017W;YML022W;YMR278W
purine-containing compound salvage [GO:0043101],YNL141W
purine-containing compound transmembrane transport [GO:0072530],YER056C;YER060W;YER060W-A
purine-nucleoside phosphorylase activity [GO:0004731],YLR209C
putrescine biosynthetic process [GO:0009446],YKL184W
putrescine biosynthetic process from ornithine [GO:0033387],YKL184W
putrescine transmembrane transporter activity [GO:0015489],YDL210W;YHL016C;YPL274W
putrescine transport [GO:0015847],YDL210W;YHL016C;YLL028W;YPL274W
pyridoxal 5'-phosphate salvage [GO:0009443],YBR035C;YEL029C;YNR027W
pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity [GO:0036381],YFL059W;YFL060C;YNL333W;YNL334C
pyridoxal kinase activity [GO:0008478],YEL029C;YNR027W
pyridoxal phosphate binding [GO:0030170],YAL012W;YBR263W;YCL017C;YCL064C;YCR053W;YDR062W;YDR111C;YDR232W;YDR294C;YER086W;YER152C;YFR055W;YGL184C;YGL202W;YGR019W;YHR137W;YIL116W;YJL060W;YJR130C;YKL106W;YKL218C;YLL058W;YLR027C;YLR058C;YLR089C;YLR231C;YLR303W;YLR438W;YML082W;YMR189W;YMR250W;YMR296C;YNR058W;YOL140W;YOR184W;YPR160W
pyridoxal phosphate biosynthetic process [GO:0042823],YEL029C;YFL059W;YFL060C;YNL333W;YNL334C;YNR027W
pyridoxamine phosphate oxidase activity [GO:0004733],YBR035C
pyridoxine biosynthetic process [GO:0008615],YBR035C;YFL059W;YNL333W;YOR095C
pyridoxine metabolic process [GO:0008614],YFL060C;YNL334C
pyridoxine:NADP 4-dehydrogenase activity [GO:0050236],YPR127W
pyrimidine deoxyribonucleoside triphosphate catabolic process [GO:0009213],YBR252W;YJR069C
pyrimidine nucleobase biosynthetic process [GO:0019856],YBL039C;YJR103W
pyrimidine nucleobase metabolic process [GO:0006206],YER037W;YGL224C
pyrimidine nucleoside catabolic process [GO:0046135],YDR400W
pyrimidine nucleotide biosynthetic process [GO:0006221],YJR109C;YLR420W;YML106W;YMR271C;YOR303W
pyrimidine nucleotide import into mitochondrion [GO:1990519],YBR192W
pyrimidine nucleotide transmembrane transporter activity [GO:0015218],YBR192W
pyrimidine nucleotide transport [GO:0006864],YBR192W
pyrimidine ribonucleoside biosynthetic process [GO:0046132],YML106W;YMR271C
pyrimidine-containing compound salvage [GO:0008655],YDR400W;YHR128W;YLR245C;YNR012W;YPR062W
pyrroline-5-carboxylate reductase activity [GO:0004735],YER023W
pyruvate carboxylase activity [GO:0004736],YBR218C;YGL062W
pyruvate decarboxylase activity [GO:0004737],YDR380W;YGR087C;YLR044C;YLR134W
pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739],YBR221C;YER178W
pyruvate dehydrogenase activity [GO:0004738],YFL018C
pyruvate kinase activity [GO:0004743],YAL038W;YOR347C
pyruvate metabolic process [GO:0006090],YAL038W;YBR218C;YFL018C;YGL062W;YKL029C;YLR044C;YLR134W;YLR153C;YOR347C;YOR374W
pyruvate secondary active transmembrane transporter activity [GO:0005477],YIL006W
pyruvate transmembrane transporter activity [GO:0050833],YGL080W;YGR243W;YHR162W
quinolinate biosynthetic process [GO:0019805],YBL098W;YJR025C;YLR231C
quinolinate catabolic process [GO:0034213],YFR047C
quinolinate metabolic process [GO:0046874],YJR025C
quinolinic acid transmembrane transport [GO:1903222],YGR260W
quinone binding [GO:0048038],YKL055C;YKL141W
rDNA heterochromatin formation [GO:0000183],YDL042C;YGL037C;YHR119W;YLR285W;YOR209C;YPL015C
raffinose catabolic process [GO:0034484],YIL162W
reactive oxygen species metabolic process [GO:0072593],YGR192C;YHR008C;YJR009C;YLR377C
recombinational repair [GO:0000725],YDR440W
reductive iron assimilation [GO:0033215],YLR047C;YMR058W;YOL152W
regulation of DNA repair [GO:0006282],YDR191W
regulation of DNA stability [GO:0097752],YDL042C
regulation of DNA-templated DNA replication initiation [GO:0030174],YJL168C;YOL068C
regulation of DNA-templated transcription [GO:0006355],YER069W;YJL168C
regulation of TORC1 signaling [GO:1903432],YPL160W
regulation of apoptotic process [GO:0042981],YMR145C
regulation of arginine metabolic process [GO:0000821],YDR173C
regulation of bipolar cell growth [GO:0051516],YLR410W
regulation of cell size [GO:0008361],YBR093C;YGL253W;YHL011C;YLR342W;YPR165W
regulation of cell wall (1->3)-beta-D-glucan biosynthetic process [GO:0090334],YPR165W
regulation of chromatin organization [GO:1902275],YHR119W
regulation of endoplasmic reticulum unfolded protein response [GO:1900101],YAL023C;YDL093W;YDL095W;YJR143C;YOR321W
regulation of exocyst localization [GO:0060178],YPR165W
regulation of fungal-type cell wall organization [GO:0060237],YLR305C;YPR165W
regulation of glycolytic process [GO:0006110],YLR345W;YOL136C
regulation of inositol phosphate biosynthetic process [GO:0010919],YDR017C
regulation of intracellular pH [GO:0051453],YGL008C;YGR240C;YMR205C;YPL036W
regulation of iron ion transport [GO:0034756],YJR040W
"regulation of isopentenyl diphosphate biosynthetic process, mevalonate pathway [GO:2001210]",YOR311C
regulation of meiotic DNA double-strand break formation [GO:1903341],YHR119W
regulation of membrane potential [GO:0042391],YLR138W
regulation of microtubule cytoskeleton organization [GO:0070507],YLR410W
regulation of mitochondrial membrane potential [GO:0051881],YBR192W
regulation of mitotic cell cycle [GO:0007346],YKR072C
regulation of mitotic cell cycle spindle assembly checkpoint [GO:0090266],YER019W
regulation of nitrogen utilization [GO:0006808],YNL229C
regulation of ornithine metabolic process [GO:0090368],YPL111W
regulation of phosphate transmembrane transport [GO:2000185],YCR037C;YJL198W;YNR013C
regulation of phosphatidylinositol biosynthetic process [GO:0010511],YFR019W;YFR021W;YLR386W;YNL054W;YNL325C
regulation of phospholipid biosynthetic process [GO:0071071],YML059C
regulation of protein localization [GO:0032880],YPR165W
regulation of secondary cell septum biogenesis [GO:1903395],YPR165W
regulation of signal transduction [GO:0009966],YDR373W
regulation of sporulation [GO:0043937],YOL068C
regulation of thiamine biosynthetic process [GO:0070623],YOL068C
regulation of transcription by RNA polymerase II [GO:0006357],YHR119W;YOL068C
regulation of transcription by glucose [GO:0046015],YGL253W
regulation of translation [GO:0006417],YGL169W
regulation of translational fidelity [GO:0006450],YGL169W
regulation of translational initiation [GO:0006446],YAL035W
regulation of triglyceride metabolic process [GO:0090207],YKR067W
"regulation of vacuole fusion, non-autophagic [GO:0032889]",YGR254W;YHR174W;YPR165W
regulatory ncRNA-mediated gene silencing [GO:0031047],YDL042C
release of sequestered calcium ion into cytosol [GO:0051209],YPL268W
removal of superoxide radicals [GO:0019430],YDR353W;YHR106W;YJR104C
replication-born double-strand break repair via sister chromatid exchange [GO:1990414],YDR191W;YOR025W
respirasome [GO:0070469],YEL039C;YJR048W;YKL192C;YML054C
respiratory electron transport chain [GO:0022904],YLL041C
response to arsenic-containing substance [GO:0046685],YDL100C
response to cadmium ion [GO:0046686],YBR295W;YDR135C;YJL101C;YMR243C
response to carbon starvation [GO:0090549],YER037W
response to copper ion [GO:0046688],YMR058W
response to heat [GO:0009408],YDL100C;YLR260W
response to hydrogen peroxide [GO:0042542],YDR256C;YGR088W;YJL101C;YNL241C
response to iron(II) ion [GO:0010040],YDL120W
response to metal ion [GO:0010038],YDL100C;YDR135C;YLR109W
response to osmotic stress [GO:0006970],YER062C;YIL053W;YLR138W;YPL059W
response to oxidative stress [GO:0006979],YDL120W;YDR453C
response to pH [GO:0009268],YDR040C
response to pheromone [GO:0019236],YDR410C
response to reactive oxygen species [GO:0000302],YDR256C;YGR088W;YKR066C
response to salt stress [GO:0009651],YDR040C;YKR072C;YPL061W
response to toxic substance [GO:0009636],YGR177C;YGR234W
response to unfolded protein [GO:0006986],YGR038W;YLR350W
"retrograde transport, endosome to Golgi [GO:0042147]",YPL120W
"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]",YDL100C;YGR209C;YIL048W;YLR043C
retrotransposition [GO:0032197],YDR261C
retrotransposon nucleocapsid [GO:0000943],YDR261C
riboflavin biosynthetic process [GO:0009231],YBL033C;YBR153W;YBR256C;YDR236C;YDR487C;YOL066C;YOL143C
riboflavin kinase activity [GO:0008531],YDR236C
riboflavin metabolic process [GO:0006771],YDR236C
riboflavin reductase (NADPH) activity [GO:0042602],YGL148W
riboflavin synthase activity [GO:0004746],YBR256C
riboflavin synthase complex [GO:0009349],YOL143C
riboflavin transmembrane transporter activity [GO:0032217],YOR306C
riboflavin transport [GO:0032218],YOR306C
ribokinase activity [GO:0004747],YCR036W
ribonucleoside monophosphate biosynthetic process [GO:0009156],YBL068W;YER099C;YHL011C;YKL181W;YOL061W
ribonucleoside triphosphate phosphatase activity [GO:0017111],YBR093C;YDR305C;YER005W
"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]",YER070W;YGR180C;YIL066C;YJL026W
ribonucleoside-diphosphate reductase complex [GO:0005971],YER070W;YGR180C;YIL066C;YJL026W
ribophagy [GO:0034517],YDR300C
ribose phosphate biosynthetic process [GO:0046390],YKR043C
ribose phosphate diphosphokinase activity [GO:0004749],YBL068W;YER099C;YHL011C;YKL181W;YOL061W
ribose phosphate diphosphokinase complex [GO:0002189],YBL068W;YER099C;YHL011C;YKL181W;YOL061W
ribose phosphate metabolic process [GO:0019693],YBR111C
ribose-5-phosphate isomerase activity [GO:0004751],YOR095C
ribosome assembly [GO:0042255],YAL035W
ribosome binding [GO:0043022],YAL035W;YDL040C
ribosylnicotinamide kinase activity [GO:0050262],YNL129W
ribosylpyrimidine nucleosidase activity [GO:0050263],YDR400W
"saccharopine dehydrogenase (NAD+, L-lysine-forming) activity [GO:0004754]",YIR034C
"saccharopine dehydrogenase (NADP+, L-glutamate-forming) activity [GO:0004755]",YNR050C
saccharopine dehydrogenase activity [GO:0004753],YIR034C;YNR050C
secondary active monocarboxylate transmembrane transporter activity [GO:0015355],YKL217W
secondary active sulfate transmembrane transporter activity [GO:0008271],YBR294W;YLR092W;YPR003C
sedoheptulose-bisphosphatase activity [GO:0050278],YKR043C
selenite:proton symporter activity [GO:0097079],YKL217W;YML123C
septum digestion after cytokinesis [GO:0000920],YLR286C;YNL192W;YNR067C
serine 3-dehydrogenase activity [GO:0031132],YMR226C
serine C-palmitoyltransferase activity [GO:0004758],YDR062W;YMR296C
serine C-palmitoyltransferase complex [GO:0017059],YDR062W
serine binding [GO:0070905],YBR263W;YLR058C
serine family amino acid biosynthetic process [GO:0009070],YER081W;YIL074C;YOR184W
serine hydrolase activity [GO:0017171],YBR177C;YBR204C;YKL094W
serine import across plasma membrane [GO:0098718],YCL025C;YDR508C
serine racemase activity [GO:0030378],YKL218C
serine-pyruvate transaminase activity [GO:0004760],YFL030W
serine-tRNA ligase activity [GO:0004828],YDR023W;YHR011W
seryl-tRNA aminoacylation [GO:0006434],YDR023W
shikimate 3-dehydrogenase (NADP+) activity [GO:0004764],YDR127W
shikimate kinase activity [GO:0004765],YDR127W
short-chain carboxylesterase activity [GO:0034338],YBR177C;YPL095C
short-chain fatty acid metabolic process [GO:0046459],YDR191W;YOR025W
sialic acid transmembrane transporter activity [GO:0015136],YKL217W
side of membrane [GO:0098552],YMR006C;YMR008C;YOL011W
siderophore transport [GO:0015891],YNR060W;YOR381W
signal transduction [GO:0007165],YDR287W;YHR046C;YPR165W
signal transduction involved in filamentous growth [GO:0001402],YPL268W
silent mating-type cassette heterochromatin formation [GO:0030466],YDL042C;YHR119W;YOL068C
single-stranded DNA binding [GO:0003697],YLR304C
single-stranded telomeric DNA binding [GO:0043047],YGL169W
siroheme biosynthetic process [GO:0019354],YBR213W;YKR069W
sirohydrochlorin ferrochelatase activity [GO:0051266],YBR213W
sister chromatid cohesion [GO:0007062],YDL042C
site of polarized growth [GO:0030427],YPR159W
small GTPase mediated signal transduction [GO:0007264],YPR165W
small ribosomal subunit rRNA binding [GO:0070181],YAL035W
sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity [GO:0102420],YBL011W;YKR067W
snRNA pseudouridine synthesis [GO:0031120],YPL212C
sodium ion export across plasma membrane [GO:0036376],YLR138W
sodium ion transmembrane transport [GO:0035725],YDR456W;YLR138W
