NAME,ENTRY,Gene Ontology (GO)
YNR067C,P53753,"cell septum [GO:0030428]; cell surface [GO:0009986]; cellular bud neck [GO:0005935]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; glucan endo-1,3-beta-D-glucosidase activity [GO:0042973]; glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group [GO:0052861]; glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group [GO:0052862]; cell wall organization [GO:0071555]; polysaccharide catabolic process [GO:0000272]; septum digestion after cytokinesis [GO:0000920]"
YNR072W,P53631,cell periphery [GO:0071944]; fungal-type vacuole [GO:0000324]; plasma membrane [GO:0005886]; carbohydrate:proton symporter activity [GO:0005351]; fructose transmembrane transporter activity [GO:0005353]; glucose transmembrane transporter activity [GO:0005355]; mannose transmembrane transporter activity [GO:0015578]; carbohydrate transport [GO:0008643]; hexose transmembrane transport [GO:0008645]; mannitol transmembrane transport [GO:0015797]; sorbitol transmembrane transport [GO:0015795]
YNR073C,P0CX09,mannitol 2-dehydrogenase activity [GO:0050086]; mannitol dehydrogenase activity [GO:0046029]; mannitol metabolic process [GO:0019594]
YOL011W,Q08108,cytosol [GO:0005829]; extracellular region [GO:0005576]; fungal-type vacuole [GO:0000324]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]; lysophospholipase activity [GO:0004622]; phosphatidyl phospholipase B activity [GO:0102545]; phospholipase A2 activity [GO:0004623]; glycerophospholipid catabolic process [GO:0046475]; phosphatidylinositol metabolic process [GO:0046488]; phosphatidylserine catabolic process [GO:0006660]
YOL020W,P38967,endoplasmic reticulum [GO:0005783]; plasma membrane [GO:0005886]; amino acid transmembrane transporter activity [GO:0015171]; aromatic amino acid transmembrane transporter activity [GO:0015173]; catalytic activity [GO:0003824]; high-affinity tryptophan transmembrane transporter activity [GO:0005300]; amino acid transmembrane transport [GO:0003333]; aromatic amino acid transport [GO:0015801]; tryptophan transport [GO:0015827]
YOL033W,P48525,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; glutamate-tRNA ligase activity [GO:0004818]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; glutamyl-tRNA aminoacylation [GO:0006424]; mitochondrial glutamyl-tRNA aminoacylation [GO:0070149]; mitochondrial translation [GO:0032543]
YOL049W,Q08220,cytoplasm [GO:0005737]; cytosol [GO:0005829]; ATP binding [GO:0005524]; glutathione binding [GO:0043295]; glutathione synthase activity [GO:0004363]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]; glutathione biosynthetic process [GO:0006750]
YOL052C,P21182,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; adenosylmethionine decarboxylase activity [GO:0004014]; pantothenate biosynthetic process [GO:0015940]; spermidine biosynthetic process [GO:0008295]; spermine biosynthetic process [GO:0006597]
YOL055C,Q08224,cytosol [GO:0005829]; ATP binding [GO:0005524]; hydroxymethylpyrimidine kinase activity [GO:0008902]; phosphomethylpyrimidine kinase activity [GO:0008972]; thiaminase activity [GO:0050334]; phosphorylation [GO:0016310]; thiamine biosynthetic process [GO:0009228]; thiamine catabolic process [GO:0009230]; thiamine diphosphate biosynthetic process [GO:0009229]
YOL058W,P22768,cytoplasm [GO:0005737]; cytosol [GO:0005829]; argininosuccinate synthase activity [GO:0004055]; ATP binding [GO:0005524]; arginine biosynthetic process [GO:0006526]; argininosuccinate metabolic process [GO:0000053]; urea cycle [GO:0000050]
YOL059W,P41911,cytosol [GO:0005829]; glycerol-3-phosphate dehydrogenase complex [GO:0009331]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; glycerol-3-phosphate dehydrogenase [NAD(P)+] activity [GO:0047952]; NAD binding [GO:0051287]; protein homodimerization activity [GO:0042803]; glycerol metabolic process [GO:0006071]; glycerol-3-phosphate catabolic process [GO:0046168]; glycerol-3-phosphate metabolic process [GO:0006072]; NADH oxidation [GO:0006116]
YOL061W,Q12265,cytoplasm [GO:0005737]; ribose phosphate diphosphokinase complex [GO:0002189]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; fungal-type cell wall organization [GO:0031505]; phosphorylation [GO:0016310]; purine nucleotide biosynthetic process [GO:0006164]; ribonucleoside monophosphate biosynthetic process [GO:0009156]
YOL064C,P32179,"cytoplasm [GO:0005737]; nucleus [GO:0005634]; 3'(2'),5'-bisphosphate nucleotidase activity [GO:0008441]; metal ion binding [GO:0046872]; hyperosmotic salinity response [GO:0042538]; methionine biosynthetic process [GO:0009086]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; sulfate assimilation [GO:0000103]"
YOL065C,Q08227,"endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; fungal-type vacuole membrane [GO:0000329]; phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity [GO:0004439]; phosphatidylinositol dephosphorylation [GO:0046856]; protein transport [GO:0015031]"
YOL066C,Q12362,"cytoplasm [GO:0005737]; 2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase activity [GO:0043723]; diaminohydroxyphosphoribosylaminopyrimidine deaminase activity [GO:0008835]; metal ion binding [GO:0046872]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]; riboflavin biosynthetic process [GO:0009231]; tRNA pseudouridine synthesis [GO:0031119]"
YOL068C,P53685,histone deacetylase complex [GO:0000118]; nucleus [GO:0005634]; Set3 complex [GO:0034967]; metal ion binding [GO:0046872]; NAD+ binding [GO:0070403]; NAD-dependent histone deacetylase activity [GO:0017136]; NAD-dependent histone H4K16 deacetylase activity [GO:0046970]; transferase activity [GO:0016740]; cellular response to starvation [GO:0009267]; DNA damage response [GO:0006974]; negative regulation of meiotic nuclear division [GO:0045835]; negative regulation of mitotic recombination [GO:0045950]; regulation of DNA-templated DNA replication initiation [GO:0030174]; regulation of sporulation [GO:0043937]; regulation of thiamine biosynthetic process [GO:0070623]; regulation of transcription by RNA polymerase II [GO:0006357]; silent mating-type cassette heterochromatin formation [GO:0030466]; sporulation resulting in formation of a cellular spore [GO:0030435]
YOL075C,Q08234,cell periphery [GO:0071944]; fungal-type vacuole membrane [GO:0000329]; membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; transmembrane transport [GO:0055085]
YOL077W-A,P81451,"mitochondrial inner membrane [GO:0005743]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; mitochondrion [GO:0005739]; protein-containing complex assembly [GO:0065003]; proton motive force-driven ATP synthesis [GO:0015986]; proton transmembrane transport [GO:1902600]"
YOL086C,P00330,cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; alcohol dehydrogenase (NAD+) activity [GO:0004022]; allyl-alcohol dehydrogenase activity [GO:0047655]; butanol dehydrogenase activity [GO:1990362]; identical protein binding [GO:0042802]; melatonin binding [GO:1904408]; methylglyoxal reductase (NADH-dependent) activity [GO:0019170]; octanol dehydrogenase activity [GO:0004552]; zinc ion binding [GO:0008270]; amino acid catabolic process to alcohol via Ehrlich pathway [GO:0000947]; glycolytic fermentation to ethanol [GO:0019655]; NADH oxidation [GO:0006116]
YOL092W,Q12010,cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; fungal-type vacuole membrane [GO:0000329]; basic amino acid transmembrane transporter activity [GO:0015174]; basic amino acid transmembrane export from vacuole [GO:0034488]
YOL096C,P27680,"extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; 2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity [GO:0008425]; 3-demethylubiquinol-6 3-O-methyltransferase activity [GO:0061543]; hexaprenyldihydroxybenzoate methyltransferase activity [GO:0004395]; methylation [GO:0032259]; ubiquinone biosynthetic process [GO:0006744]"
YOL097C,Q12109,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]; tryptophanyl-tRNA aminoacylation [GO:0006436]
YOL103W,P30606,cell periphery [GO:0071944]; fungal-type vacuole [GO:0000324]; membrane [GO:0016020]; plasma membrane [GO:0005886]; myo-inositol transmembrane transporter activity [GO:0005365]; myo-inositol:proton symporter activity [GO:0005366]; myo-inositol import across plasma membrane [GO:1904679]; myo-inositol transport [GO:0015798]
YOL122C,P38925,fungal-type vacuole [GO:0000324]; plasma membrane [GO:0005886]; cadmium ion transmembrane transporter activity [GO:0015086]; inorganic cation transmembrane transporter activity [GO:0022890]; manganese ion transmembrane transporter activity [GO:0005384]; metal ion binding [GO:0046872]; solute:proton symporter activity [GO:0015295]; cadmium ion transport [GO:0015691]; copper ion transport [GO:0006825]; intracellular copper ion homeostasis [GO:0006878]; intracellular manganese ion homeostasis [GO:0030026]; iron ion transport [GO:0006826]; manganese ion transport [GO:0006828]
YOL126C,P22133,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear periphery [GO:0034399]; L-malate dehydrogenase activity [GO:0030060]; gluconeogenesis [GO:0006094]; malate metabolic process [GO:0006108]; protein import into peroxisome matrix [GO:0016558]; tricarboxylic acid cycle [GO:0006099]
YOL130W,Q08269,cell periphery [GO:0071944]; plasma membrane [GO:0005886]; inorganic cation transmembrane transporter activity [GO:0022890]; magnesium ion transmembrane transporter activity [GO:0015095]; intracellular magnesium ion homeostasis [GO:0010961]; magnesium ion transport [GO:0015693]; monoatomic cation transport [GO:0006812]
YOL136C,Q12471,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; 6-phosphofructo-2-kinase activity [GO:0003873]; ATP binding [GO:0005524]; fructose-2,6-bisphosphate 2-phosphatase activity [GO:0004331]; fructose 2,6-bisphosphate metabolic process [GO:0006003]; fructose metabolic process [GO:0006000]; regulation of glycolytic process [GO:0006110]"
YOL140W,P18544,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; identical protein binding [GO:0042802]; N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity [GO:0003992]; pyridoxal phosphate binding [GO:0030170]; arginine biosynthetic process [GO:0006526]; ornithine biosynthetic process [GO:0006592]
YOL143C,P50861,"cytoplasm [GO:0005737]; mitochondrial intermembrane space [GO:0005758]; nucleus [GO:0005634]; riboflavin synthase complex [GO:0009349]; 6,7-dimethyl-8-ribityllumazine synthase activity [GO:0000906]; riboflavin biosynthetic process [GO:0009231]"
YOL151W,Q12068,"cytoplasm [GO:0005737]; nucleus [GO:0005634]; 3-beta-hydroxy-delta5-steroid dehydrogenase activity [GO:0003854]; 3-methylbutanol:NAD oxidoreductase activity [GO:0052676]; 3-methylbutanol:NAD(P) oxidoreductase activity [GO:0046568]; 3-methylbutanol:NADP oxidoreductase activity [GO:0052675]; methylglyoxal reductase (NADPH-dependent) activity [GO:0043892]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; ergosterol metabolic process [GO:0008204]; filamentous growth [GO:0030447]; steroid biosynthetic process [GO:0006694]"
YOL152W,Q12333,plasma membrane [GO:0005886]; ferric-chelate reductase (NADPH) activity [GO:0052851]; ferric-chelate reductase activity [GO:0000293]; metal ion binding [GO:0046872]; superoxide-generating NAD(P)H oxidase activity [GO:0016175]; copper ion import [GO:0015677]; iron ion transport [GO:0006826]; reductive iron assimilation [GO:0033215]
YOL156W,P54862,cell periphery [GO:0071944]; plasma membrane [GO:0005886]; carbohydrate:proton symporter activity [GO:0005351]; fructose transmembrane transporter activity [GO:0005353]; galactose transmembrane transporter activity [GO:0005354]; glucose transmembrane transporter activity [GO:0005355]; mannose transmembrane transporter activity [GO:0015578]; carbohydrate transport [GO:0008643]; hexose transmembrane transport [GO:0008645]; xylitol transmembrane transport [GO:1902341]
YOL157C,Q08295,"alpha-amylase activity [GO:0004556]; glucan 1,4-alpha-maltotriohydrolase activity [GO:0033934]; maltose alpha-glucosidase activity [GO:0032450]; oligo-1,6-glucosidase activity [GO:0004574]; sucrose alpha-glucosidase activity [GO:0004575]; disaccharide catabolic process [GO:0046352]; maltose catabolic process [GO:0000025]; sucrose catabolic process [GO:0005987]"
YOL165C,Q08361,aryl-alcohol dehydrogenase (NADP+) activity [GO:0047681]; cellular aldehyde metabolic process [GO:0006081]
YOR002W,Q12001,"endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity [GO:0042281]; hexosyltransferase activity [GO:0016758]; aerobic respiration [GO:0009060]; oligosaccharide-lipid intermediate biosynthetic process [GO:0006490]; protein glycosylation [GO:0006486]; protein N-linked glycosylation [GO:0006487]"
YOR011W,Q08409,cell periphery [GO:0071944]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; ABC-type sterol transporter activity [GO:0034041]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; sterol import [GO:0035376]
YOR025W,P53687,"chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; metal ion binding [GO:0046872]; NAD+ binding [GO:0070403]; NAD-dependent histone deacetylase activity [GO:0017136]; transferase activity [GO:0016740]; mRNA transcription [GO:0009299]; ncRNA transcription [GO:0098781]; replication-born double-strand break repair via sister chromatid exchange [GO:1990414]; short-chain fatty acid metabolic process [GO:0046459]; subtelomeric heterochromatin formation [GO:0031509]"
YOR040W,Q12320,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; hydroxyacylglutathione hydrolase activity [GO:0004416]; metal ion binding [GO:0046872]; methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione [GO:0019243]
YOR054C,Q08438,CoA-synthesizing protein complex [GO:1990143]; phosphopantothenoylcysteine decarboxylase complex [GO:0071513]; catalytic activity [GO:0003824]; FMN binding [GO:0010181]; identical protein binding [GO:0042802]; protein phosphatase inhibitor activity [GO:0004864]; cell cycle [GO:0007049]; coenzyme A biosynthetic process [GO:0015937]; intracellular monoatomic cation homeostasis [GO:0030003]
YOR065W,P07143,"cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]; cellular respiration [GO:0045333]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]"
YOR067C,P40351,"endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity [GO:0042283]; oligosaccharide-lipid intermediate biosynthetic process [GO:0006490]; protein N-linked glycosylation [GO:0006487]"
YOR071C,Q08485,plasma membrane [GO:0005886]; 5-amino-1-ribofuranosylimidazole-4-carboxamide transmembrane transporter activity [GO:1903089]; nicotinamide riboside transmembrane transporter activity [GO:0034257]; nucleobase transmembrane transporter activity [GO:0015205]; 5-amino-1-ribofuranosylimidazole-4-carboxamide transmembrane transport [GO:1903088]; nicotinamide riboside transport [GO:0034258]; nucleobase transport [GO:0015851]; thiamine transport [GO:0015888]
YOR074C,P06785,cytosol [GO:0005829]; mitochondrion [GO:0005739]; nuclear periphery [GO:0034399]; thymidylate synthase activity [GO:0004799]; dTMP biosynthetic process [GO:0006231]; dTTP biosynthetic process [GO:0006235]; methylation [GO:0032259]
YOR081C,Q12043,lipid droplet [GO:0005811]; lysophosphatidic acid acyltransferase activity [GO:0042171]; triglyceride lipase activity [GO:0004806]; lipid catabolic process [GO:0016042]; sporulation resulting in formation of a cellular spore [GO:0030435]; triglyceride mobilization [GO:0006642]
YOR095C,Q12189,"cytoplasm [GO:0005737]; nucleus [GO:0005634]; ribose-5-phosphate isomerase activity [GO:0004751]; D-ribose metabolic process [GO:0006014]; pentose-phosphate shunt [GO:0006098]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]; pyridoxine biosynthetic process [GO:0008615]"
YOR099W,P27810,"fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; alpha-1,2-mannosyltransferase activity [GO:0000026]; cell wall mannoprotein biosynthetic process [GO:0000032]; mannosylation [GO:0097502]; protein N-linked glycosylation [GO:0006487]; protein O-linked glycosylation [GO:0006493]"
YOR100C,Q12289,mitochondrial envelope [GO:0005740]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; acyl carnitine transmembrane transporter activity [GO:0015227]; carnitine:acyl carnitine antiporter activity [GO:0005476]; carnitine transmembrane transport [GO:1902603]; fatty acid metabolic process [GO:0006631]; mitochondrial transport [GO:0006839]
YOR108W,Q12166,mitochondrion [GO:0005739]; 2-isopropylmalate synthase activity [GO:0003852]; metal ion binding [GO:0046872]; leucine biosynthetic process [GO:0009098]
YOR109W,Q12271,"actin cortical patch [GO:0030479]; cytoplasm [GO:0005737]; membrane [GO:0016020]; phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity [GO:0043813]; phosphatidylinositol-3-phosphate phosphatase activity [GO:0004438]; phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity [GO:0004439]; phosphatidylinositol-4-phosphate phosphatase activity [GO:0043812]; endocytosis [GO:0006897]; phosphatidylinositol dephosphorylation [GO:0046856]; protein transport [GO:0015031]"
YOR120W,P14065,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; alditol:NADP+ 1-oxidoreductase activity [GO:0004032]; aldo-keto reductase (NADP) activity [GO:0004033]; glycerol 2-dehydrogenase (NADP+) activity [GO:0047953]; glycerol dehydrogenase [NAD(P)+] activity [GO:1990042]; mRNA binding [GO:0003729]; oxidoreductase activity [GO:0016491]; arabinose catabolic process [GO:0019568]; cellular response to oxidative stress [GO:0034599]; D-xylose catabolic process [GO:0042843]; glycerol to glycerone phosphate metabolic process [GO:0061610]
YOR125C,P41735,"extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; 3-demethoxyubiquinol 3-hydroxylase activity [GO:0008682]; metal ion binding [GO:0046872]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; ubiquinone biosynthetic process [GO:0006744]"
YOR126C,P41734,"hydrolase activity, acting on ester bonds [GO:0016788]; acetate metabolic process [GO:0006083]; lipid catabolic process [GO:0016042]"
YOR128C,P21264,cytoplasm [GO:0005737]; 5-amino-4-imidazole carboxylate lyase activity [GO:0043727]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylaminoimidazole carboxylase activity [GO:0004638]; 'de novo' IMP biosynthetic process [GO:0006189]; purine nucleobase metabolic process [GO:0006144]
YOR130C,Q12375,mitochondrial envelope [GO:0005740]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; L-ornithine transmembrane transporter activity [GO:0000064]; arginine biosynthetic process [GO:0006526]; mitochondrial L-ornithine transmembrane transport [GO:1990575]
YOR136W,P28241,mitochondrial isocitrate dehydrogenase complex (NAD+) [GO:0005962]; mitochondrion [GO:0005739]; isocitrate dehydrogenase (NAD+) activity [GO:0004449]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; RNA binding [GO:0003723]; glutamate biosynthetic process [GO:0006537]; isocitrate metabolic process [GO:0006102]; tricarboxylic acid cycle [GO:0006099]
YOR142W,P53598,mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; succinate-CoA ligase complex (ADP-forming) [GO:0009361]; nucleotide binding [GO:0000166]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase (GDP-forming) activity [GO:0004776]; succinyl-CoA catabolic process [GO:1901289]; succinyl-CoA metabolic process [GO:0006104]; tricarboxylic acid cycle [GO:0006099]
YOR143C,P35202,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; thiamine binding [GO:0030975]; thiamine diphosphokinase activity [GO:0004788]; phosphorylation [GO:0016310]; thiamine diphosphate biosynthetic process [GO:0009229]; thiamine metabolic process [GO:0006772]
YOR149C,Q04174,"endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; alpha-1,2-mannosyltransferase activity [GO:0000026]; GPI anchor biosynthetic process [GO:0006506]; plasmid maintenance [GO:0006276]"
YOR155C,Q99312,ATP binding [GO:0005524]; IMP 5'-nucleotidase activity [GO:0050483]; magnesium ion binding [GO:0000287]; inosine salvage [GO:0006190]; nicotinamide riboside biosynthetic process [GO:0071590]; nicotinic acid riboside biosynthetic process [GO:0071592]; nucleotide metabolic process [GO:0009117]
YOR161C,Q12412,cell periphery [GO:0071944]; membrane [GO:0016020]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; transmembrane transport [GO:0055085]
YOR163W,Q99321,cytoplasm [GO:0005737]; nucleus [GO:0005634]; bis(5'-adenosyl)-hexaphosphatase activity [GO:0034431]; bis(5'-adenosyl)-pentaphosphatase activity [GO:0034432]; diphosphoinositol-polyphosphate diphosphatase activity [GO:0008486]; endopolyphosphatase activity [GO:0000298]; metal ion binding [GO:0046872]; phosphodiesterase decapping endonuclease activity [GO:1990174]; adenosine 5'-(hexahydrogen pentaphosphate) catabolic process [GO:1901911]; diadenosine hexaphosphate catabolic process [GO:1901909]; diadenosine pentaphosphate catabolic process [GO:1901907]; diadenosine polyphosphate catabolic process [GO:0015961]; diphosphoinositol polyphosphate metabolic process [GO:0071543]; polyphosphate catabolic process [GO:0006798]
YOR168W,P13188,cytosol [GO:0005829]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; glutamine-tRNA ligase activity [GO:0004819]; mRNA binding [GO:0003729]; glutaminyl-tRNA aminoacylation [GO:0006425]
YOR171C,Q12246,cell periphery [GO:0071944]; cortical endoplasmic reticulum [GO:0032541]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; late endosome membrane [GO:0031902]; membrane [GO:0016020]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; D-erythro-sphingosine kinase activity [GO:0017050]; sphinganine kinase activity [GO:0008481]; calcium-mediated signaling [GO:0019722]; phosphorylation [GO:0016310]; sphingolipid metabolic process [GO:0006665]; sphingosine biosynthetic process [GO:0046512]
YOR175C,Q08548,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; 1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; 1-acylglycerophosphocholine O-acyltransferase activity [GO:0047184]; 1-acylglycerophosphoethanolamine O-acyltransferase activity [GO:0106262]; 1-acylglycerophosphoserine O-acyltransferase activity [GO:0106263]; O-acyltransferase activity [GO:0008374]; glycerophospholipid biosynthetic process [GO:0046474]; lipid modification [GO:0030258]
YOR176W,P16622,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; ferrochelatase activity [GO:0004325]; heme biosynthetic process [GO:0006783]
YOR180C,Q08558,"cytoplasm [GO:0005737]; peroxisomal matrix [GO:0005782]; delta(3)-delta(2)-enoyl-CoA isomerase activity [GO:0004165]; delta(3,5)-delta(2,4)-dienoyl-CoA isomerase activity [GO:0051750]; fatty acid beta-oxidation [GO:0006635]"
YOR184W,P33330,cytoplasm [GO:0005737]; O-phospho-L-serine:2-oxoglutarate aminotransferase activity [GO:0004648]; pyridoxal phosphate binding [GO:0030170]; L-serine biosynthetic process [GO:0006564]; purine nucleobase biosynthetic process [GO:0009113]; serine family amino acid biosynthetic process [GO:0009070]
YOR190W,P32603,"ascospore wall [GO:0005619]; cell surface [GO:0009986]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; fungal-type vacuole [GO:0000324]; prospore membrane [GO:0005628]; glucan exo-1,3-beta-glucosidase activity [GO:0004338]; ascospore formation [GO:0030437]; cell wall organization [GO:0071555]; glucan catabolic process [GO:0009251]"
YOR192C,Q08579,cell periphery [GO:0071944]; fungal-type vacuole [GO:0000324]; plasma membrane [GO:0005886]; 5-amino-1-ribofuranosylimidazole-4-carboxamide transmembrane transporter activity [GO:1903089]; nucleobase transmembrane transporter activity [GO:0015205]; 5-amino-1-ribofuranosylimidazole-4-carboxamide transmembrane transport [GO:1903088]; nucleobase transport [GO:0015851]; thiamine transport [GO:0015888]
YOR196C,P32875,"mitochondrion [GO:0005739]; 4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; metal ion binding [GO:0046872]; lipoate biosynthetic process [GO:0009107]; protein lipoylation [GO:0009249]"
YOR202W,P06633,imidazoleglycerol-phosphate dehydratase activity [GO:0004424]; metal ion binding [GO:0046872]; histidine biosynthetic process [GO:0000105]
YOR209C,P39683,"chromosome, telomeric region [GO:0000781]; cytosol [GO:0005829]; nucleus [GO:0005634]; nicotinate phosphoribosyltransferase activity [GO:0004516]; transferase activity [GO:0016740]; NAD salvage [GO:0034355]; nicotinate nucleotide salvage [GO:0019358]; rDNA heterochromatin formation [GO:0000183]; subtelomeric heterochromatin formation [GO:0031509]"
YOR221C,Q12283,mitochondrion [GO:0005739]; [acyl-carrier-protein] S-malonyltransferase activity [GO:0004314]; fatty acid biosynthetic process [GO:0006633]; fatty acid metabolic process [GO:0006631]
YOR222W,Q99297,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; ATP:ADP antiporter activity [GO:0005471]; dicarboxylic acid transmembrane transporter activity [GO:0005310]; L-aspartate transmembrane transporter activity [GO:0015183]; L-glutamate transmembrane transporter activity [GO:0005313]; aspartate transmembrane transport [GO:0015810]; L-glutamate transmembrane transport [GO:0015813]; malate-aspartate shuttle [GO:0043490]; mitochondrial ADP transmembrane transport [GO:0140021]; mitochondrial ATP transmembrane transport [GO:1990544]; mitochondrial transport [GO:0006839]
YOR226C,Q12056,"cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; 2 iron, 2 sulfur cluster binding [GO:0051537]; ferrous iron binding [GO:0008198]; intracellular iron ion homeostasis [GO:0006879]; iron-sulfur cluster assembly [GO:0016226]; tRNA wobble uridine modification [GO:0002098]"
YOR236W,P07807,cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; mRNA binding [GO:0003729]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; glycine biosynthetic process [GO:0006545]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]
YOR241W,Q08645,cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; tetrahydrofolylpolyglutamate synthase activity [GO:0004326]; one-carbon metabolic process [GO:0006730]; tetrahydrofolylpolyglutamate biosynthetic process [GO:0046901]
