Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
P53825	reviewed	YN64_YEAST	Putative uncharacterized protein YNL324W	YNL324W N0332	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	131	membrane [GO:0016020]
P53826	reviewed	YN59_YEAST	Putative uncharacterized protein YNL319W	YNL319W N0343	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	146	
P53827	reviewed	YN43_YEAST	Putative uncharacterized protein YNL303W	YNL303W N0415	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	115	
P53828	reviewed	YN36_YEAST	Putative uncharacterized protein YNL296W	YNL296W N0459	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	104	ascospore formation [GO:0030437]
P53831	reviewed	YN25_YEAST	Putative uncharacterized protein YNL285W	YNL285W N0552	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	123	
P53837	reviewed	YN16_YEAST	Putative uncharacterized protein YNL276C	YNL276C N0621	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	131	
P53842	reviewed	YN06_YEAST	Putative uncharacterized protein YNL266W	YNL266W N0800	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	139	membrane [GO:0016020]
P53856	reviewed	YNX5_YEAST	Putative uncharacterized protein YNL235C	YNL235C N1139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	143	membrane [GO:0016020]
P53864	reviewed	YNW6_YEAST	Putative uncharacterized protein YNL226W	YNL226W N1259	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	136	regulation of cell size [GO:0008361]
P53870	reviewed	YNT3_YEAST	Uncharacterized protein YNL193W	YNL193W N1400	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	558	
P53876	reviewed	YNS4_YEAST	Uncharacterized protein YNL184C	YNL184C N1627	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	108	
P53880	reviewed	YNR9_YEAST	Putative uncharacterized protein YNL179C	YNL179C N1648	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	145	membrane [GO:0016020]
P53884	reviewed	YNR4_YEAST	Putative uncharacterized protein YNL174W	YNL174W N1669	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	190	membrane [GO:0016020]
P53887	reviewed	YNR1_YEAST	Putative uncharacterized protein YNL171C	YNL171C N1684	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	122	
P53888	reviewed	YNR0_YEAST	Putative uncharacterized protein YNL170W	YNL170W N1688	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	131	
P53891	reviewed	YNQ5_YEAST	Uncharacterized protein YNL165W	YNL165W N1710	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	406	
P53902	reviewed	YNP0_YEAST	Putative uncharacterized protein YNL150W	YNL150W N1773	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	135	
P53906	reviewed	YNO6_YEAST	Uncharacterized protein YNL146W	YNL146W N1203 N1785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	100	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]
P53907	reviewed	YNO4_YEAST	Uncharacterized protein YNL144C	YNL144C N1205 N1790	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	740	mitochondrion [GO:0005739]
P53910	reviewed	YNO0_YEAST	Uncharacterized protein YNL140C	YNL140C N1830	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	189	
P53922	reviewed	YNM0_YEAST	Putative uncharacterized protein YNL120C	YNL120C N1909	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	161	
P53926	reviewed	YNL4_YEAST	Putative uncharacterized protein YNL114C	YNL114C N1934	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	123	membrane [GO:0016020]
P53936	reviewed	YNI9_YEAST	Putative uncharacterized protein YNL089C	YNL089C N2242	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	158	
P53948	reviewed	YNF7_YEAST	Putative uncharacterized protein YNL057W	YNL057W N2436 YNL2436P	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	110	
P53952	reviewed	YNF0_YEAST	Uncharacterized protein YNL050C	YNL050C N2485 YNL2485C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	270	
P53957	reviewed	YNE3_YEAST	Putative uncharacterized protein YNL043C	YNL043C N2655	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106	
P53963	reviewed	YND4_YEAST	Uncharacterized protein YNL034W	YNL034W N2740	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	612	
P53967	reviewed	YNC8_YEAST	Putative uncharacterized protein YNL028W	YNL028W N2758	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	105	
P53976	reviewed	YNB8_YEAST	Uncharacterized protein YNL018C	YNL018C N2831	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	612	prospore membrane [GO:0005628]
P53977	reviewed	YNB7_YEAST	Putative uncharacterized protein YNL017C	YNL017C N2834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	112	
P53979	reviewed	YNB3_YEAST	Putative uncharacterized protein YNL013C	YNL013C N2854	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	125	membrane [GO:0016020]
P53980	reviewed	YNB1_YEAST	Uncharacterized protein YNL011C	YNL011C N2862	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	444	LPPG:FO 2-phospho-L-lactate transferase activity [GO:0043743]
P54007	reviewed	YL460_YEAST	Uncharacterized protein YLR460C	YLR460C L9122.7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	376	oxidoreductase activity, acting on NAD(P)H [GO:0016651]
P87012	reviewed	YC01A_YEAST	Putative pelota-like protein YCL001W-A	YCL001W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	153	
P87191	reviewed	YE119_YEAST	Putative uncharacterized protein YER119C-A	YER119C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	123	
P87261	reviewed	YD537_YEAST	Putative uncharacterized protein YDR537C	YDR537C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	201	
P87263	reviewed	YE066_YEAST	Putative uncharacterized protein YER066C-A	YER066C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	166	
P87264	reviewed	YD467_YEAST	Putative uncharacterized protein YDR467C	YDR467C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	108	membrane [GO:0016020]
P87266	reviewed	YD413_YEAST	Putative uncharacterized protein YDR413C	YDR413C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	191	membrane [GO:0016020]
P87268	reviewed	YD426_YEAST	Putative uncharacterized protein YDR426C	YDR426C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	125	
P87269	reviewed	YD433_YEAST	Putative uncharacterized protein YDR433W	YDR433W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	146	DNA damage response [GO:0006974]
P87270	reviewed	YD442_YEAST	Putative uncharacterized protein YDR442W	YDR442W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	130	membrane [GO:0016020]
P87271	reviewed	YD455_YEAST	Putative uncharacterized protein YDR455C	YDR455C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	102	
P87272	reviewed	YD509_YEAST	Putative uncharacterized protein YDR509W	YDR509W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	115	membrane [GO:0016020]
P87273	reviewed	YD521_YEAST	Putative uncharacterized protein YDR521W	YDR521W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	111	membrane [GO:0016020]
P87274	reviewed	YD526_YEAST	Putative uncharacterized protein YDR526C	YDR526C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	156	membrane [GO:0016020]
P87280	reviewed	YD290_YEAST	Putative uncharacterized protein YDR290W	YDR290W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109	membrane [GO:0016020]
P87281	reviewed	YD269_YEAST	Putative uncharacterized protein YDR269C	YDR269C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	107	membrane [GO:0016020]
P87282	reviewed	YD271_YEAST	Putative uncharacterized protein YDR271C	YDR271C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	123	
P87283	reviewed	YD274_YEAST	Uncharacterized protein YDR274C	YDR274C D9954.4A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	123	
P87285	reviewed	YD355_YEAST	Putative uncharacterized protein YDR355C	YDR355C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	100	membrane [GO:0016020]
P87287	reviewed	YD366_YEAST	Uncharacterized protein YDR366C	YDR366C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	132	membrane [GO:0016020]
P87288	reviewed	YD327_YEAST	Putative uncharacterized protein YDR327W	YDR327W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	108	
P89495	reviewed	YB109_YEAST	Putative uncharacterized protein YBL109W	YBL109W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	111	
P89888	reviewed	YE075_YEAST	Putative uncharacterized protein YEL075W-A	YEL075W-A YEL076W-C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	203	
P90471	reviewed	YB09A_YEAST	Putative uncharacterized protein YBR109W-A	YBR109W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	74	membrane [GO:0016020]
P9WEN8	reviewed	YH52B_YEAST	Uncharacterized protein YHR052C-B	YHR052C-B	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	57	
P9WEN9	reviewed	YH54B_YEAST	Uncharacterized protein YHR054C-B	YHR054C-B	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	57	
Q00590	reviewed	YD213_YEAST	Putative uncharacterized protein YDL213W-A	YDL213W-A D1019	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	100	membrane [GO:0016020]
Q02209	reviewed	YKZ1_YEAST	Uncharacterized protein YKR011C	YKR011C YK110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	353	nucleus [GO:0005634]
Q02217	reviewed	YE034_YEAST	Putative uncharacterized protein YEL034C-A	YEL034C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	200	membrane [GO:0016020]
Q02590	reviewed	YE091_YEAST	Putative uncharacterized protein YER091C-A	YER091C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	73	
Q02598	reviewed	YI014_YEAST	Uncharacterized protein YIL014C-A	YIL014C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	104	
Q02659	reviewed	YP025_YEAST	Putative uncharacterized protein YPL025C	YPL025C LPB6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	185	
Q02749	reviewed	YP068_YEAST	Uncharacterized protein YPL068C	YPL068C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	293	nucleus [GO:0005634]
Q02826	reviewed	YP080_YEAST	Uncharacterized protein YPL080C	YPL080C LPF5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	108	
Q02831	reviewed	YP077_YEAST	Uncharacterized protein YPL077C	YPL077C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	240	
Q02872	reviewed	YP108_YEAST	Uncharacterized protein YPL108W	YPL108W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	168	cytoplasm [GO:0005737]
Q03051	reviewed	YD543_YEAST	Putative UPF0320 protein YDR543C	YDR543C D3703.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	99	
Q03057	reviewed	YD544_YEAST	Putative uncharacterized protein YDR544C	YDR544C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	142	
Q03080	reviewed	YP039_YEAST	Uncharacterized protein YPL039W	YPL039W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	316	
Q03083	reviewed	YP034_YEAST	Uncharacterized protein YPL034W	YPL034W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	165	
Q03186	reviewed	YFL12_YEAST	Putative uncharacterized protein YFL012W-A	YFL012W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	124	membrane [GO:0016020]
Q03205	reviewed	YD042_YEAST	Uncharacterized protein YDR042C	YDR042C YD6888.04c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	200	
Q03207	reviewed	YMM2_YEAST	Uncharacterized protein YML122C	YML122C YM7056.04C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	126	
Q03208	reviewed	YML9_YEAST	Uncharacterized protein YML119W	YML119W YM7056.07	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	357	cytoplasm [GO:0005737]
Q03231	reviewed	YM46_YEAST	Uncharacterized protein YMR181C	YMR181C YM8010.11C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	154	
Q03236	reviewed	YM49_YEAST	Uncharacterized protein YMR187C	YMR187C YM8010.17C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	431	membrane [GO:0016020]
Q03418	reviewed	YD491_YEAST	Putative uncharacterized protein YDR491C	YDR491C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	163	membrane [GO:0016020]
Q03480	reviewed	YD209_YEAST	Uncharacterized protein YDR209C	YDR209C YD8142A.06c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	137	membrane [GO:0016020]
Q03629	reviewed	YMH9_YEAST	Uncharacterized protein YML079W	YML079W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	201	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q03675	reviewed	YMO7_YEAST	Uncharacterized protein YMR007W	YMR007W YM8270.09	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	126	
Q03695	reviewed	YM58_YEAST	Uncharacterized protein YMR206W	YMR206W YM8325.07	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	313	
Q03703	reviewed	YMD7_YEAST	Uncharacterized protein YML037C	YML037C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	340	
Q03722	reviewed	YMC0_YEAST	Uncharacterized protein YML020W	YML020W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	664	
Q03759	reviewed	YMK8_YEAST	Uncharacterized protein YML108W	YML108W YM8339.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	105	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q03787	reviewed	YD249_YEAST	Uncharacterized protein YDR249C	YDR249C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	373	
Q03788	reviewed	YD250_YEAST	Putative uncharacterized protein YDR250C	YDR250C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	91	membrane [GO:0016020]
Q03823	reviewed	YM35_YEAST	Uncharacterized protein YMR160W	YMR160W YM8520.09	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	816	fungal-type vacuole membrane [GO:0000329]
Q03831	reviewed	YD095_YEAST	Putative uncharacterized protein YDR095C	YDR095C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	136	
Q03864	reviewed	YD102_YEAST	Uncharacterized protein YDR102C	YDR102C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	110	
Q03879	reviewed	YM09_YEAST	Uncharacterized protein YMR122C	YMR122C YM8564.04C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	124	
Q03884	reviewed	YI100_YEAST	Putative uncharacterized protein YIL100C-A	YIL100C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	112	membrane [GO:0016020]
Q03885	reviewed	YI017_YEAST	Putative uncharacterized protein YIR017W-A	YIR017W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	199	membrane [GO:0016020]
Q03886	reviewed	YI20A_YEAST	Putative uncharacterized protein YIR020W-A	YIR020W-A YIR020W-B	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	80	
Q03888	reviewed	YI020_YEAST	Putative uncharacterized protein YIR020C-B	YIR020C-B	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	244	
Q03904	reviewed	YDR33_YEAST	Putative uncharacterized protein YDR133C	YDR133C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	111	membrane [GO:0016020]
Q04019	reviewed	YM80_YEAST	Putative uncharacterized protein YMR245W	YMR245W YM9408.07	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	206	
Q04069	reviewed	YD431_YEAST	Putative uncharacterized protein YDR431W	YDR431W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	103	membrane [GO:0016020]
Q04203	reviewed	YP012_YEAST	Putative uncharacterized protein YPR012W	YPR012W YP9531.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	84	membrane [GO:0016020]
Q04223	reviewed	YM14_YEAST	Uncharacterized protein YMR130W	YMR130W YM9553.06	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	302	nucleus [GO:0005634]; hydrolase activity [GO:0016787]
Q04276	reviewed	YMX2_YEAST	Uncharacterized protein YMR082C	YMR082C YM9582.07C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	118	
Q04434	reviewed	YD535_YEAST	Putative uncharacterized protein YDR535C	YDR535C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	166	
Q04436	reviewed	YMZ3_YEAST	Uncharacterized protein YMR103C	YMR103C YM9718.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	120	
Q04501	reviewed	YMJ0_YEAST	Putative uncharacterized protein YML090W	YML090W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	128	membrane [GO:0016020]
Q04502	reviewed	YMI9_YEAST	Putative uncharacterized protein YML089C	YML089C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	122	
Q04521	reviewed	YMI4_YEAST	Putative uncharacterized protein YML084W	YML084W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	102	
Q04526	reviewed	YMI3_YEAST	Putative uncharacterized protein YML083C	YML083C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	418	
Q04597	reviewed	YDR14_YEAST	Uncharacterized protein YDR114C	YDR114C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	100	
Q04608	reviewed	YD124_YEAST	Uncharacterized protein YDR124W	YDR124W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	324	
Q04674	reviewed	YMU7_YEAST	Putative uncharacterized protein YMR057C	YMR057C YM9796.10C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	123	
Q04814	reviewed	YM86_YEAST	Uncharacterized protein YMR252C	YMR252C YM9920.06C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	134	mitochondrion [GO:0005739]
Q04838	reviewed	YM88_YEAST	Uncharacterized protein YMR254C	YMR254C YM9920.08C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	102	membrane [GO:0016020]
Q04893	reviewed	YM96_YEAST	Uncharacterized protein YMR317W	YMR317W YM9924.09	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1140	
Q04897	reviewed	YM98_YEAST	Uncharacterized protein YMR320W	YMR320W YM9924.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	101	
Q04898	reviewed	YM99_YEAST	Putative uncharacterized protein YMR321C	YMR321C YM9924.13C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	105	methyltransferase activity [GO:0008168]; methylation [GO:0032259]
Q04909	reviewed	YM9B_YEAST	Putative UPF0377 protein YMR324C	YMR324C YM9924.16C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	80	membrane [GO:0016020]
Q04923	reviewed	YD220_YEAST	Putative uncharacterized protein YDR220C	YDR220C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	97	
Q04978	reviewed	YMF3_YEAST	Uncharacterized protein YML053C	YML053C YM9958.09C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	212	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q05451	reviewed	YH50_YEAST	Putative uncharacterized protein YHR050W-A	YHR050W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	56	
Q05503	reviewed	YD340_YEAST	Putative uncharacterized protein YDR340W	YDR340W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	100	membrane [GO:0016020]
Q05510	reviewed	YD344_YEAST	Uncharacterized protein YDR344C	YDR344C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	147	
Q05530	reviewed	YD286_YEAST	Glutaredoxin-like protein YDR286C	YDR286C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	114	
Q05612	reviewed	YD278_YEAST	Uncharacterized protein YDR278C	YDR278C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	105	membrane [GO:0016020]
Q05898	reviewed	YL296_YEAST	Uncharacterized protein YLR296W	YLR296W L8003.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	108	membrane [GO:0016020]
Q06051	reviewed	YL400_YEAST	Putative uncharacterized protein YLR400W	YLR400W L8084.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	157	membrane [GO:0016020]
Q06057	reviewed	YL402_YEAST	Putative uncharacterized protein YLR402W	YLR402W L8084.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	63	membrane [GO:0016020]
Q06127	reviewed	YL334_YEAST	Putative uncharacterized protein YLR334C	YLR334C L8300.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	126	membrane [GO:0016020]
Q06150	reviewed	BOP2_YEAST	Protein BOP2 (Bypass of PAM1 protein 2)	BOP2 YLR267W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	570	
Q06267	reviewed	YL184_YEAST	Putative uncharacterized protein YLR184W	YLR184W L9470.7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	115	
Q06594	reviewed	YP195_YEAST	Uncharacterized protein YPR195C	YPR195C P9677.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109	
Q06695	reviewed	YL416_YEAST	Putative uncharacterized protein YLR416C	YLR416C L9931.9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	132	
Q06813	reviewed	YP078_YEAST	Uncharacterized protein YPR078C	YPR078C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	372	
Q06821	reviewed	YP084_YEAST	Uncharacterized protein YPR084W	YPR084W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	456	
Q07074	reviewed	YH007_YEAST	Uncharacterized protein YHR007C-A	YHR007C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	71	membrane [GO:0016020]
Q07355	reviewed	YD050_YEAST	Putative uncharacterized protein YDL050C	YDL050C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	123	membrane [GO:0016020]
Q07410	reviewed	YD062_YEAST	Putative uncharacterized protein YDL062W	YDL062W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	141	
Q07435	reviewed	YD068_YEAST	Putative uncharacterized protein YDL068W	YDL068W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109	membrane [GO:0016020]
Q07438	reviewed	YD071_YEAST	Putative uncharacterized protein YDL071C	YDL071C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	124	
Q07509	reviewed	YD094_YEAST	Putative uncharacterized protein YDL094C	YDL094C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	169	membrane [GO:0016020]
Q07613	reviewed	YD187_YEAST	Putative uncharacterized protein YDL187C	YDL187C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109	
Q07649	reviewed	YD221_YEAST	Putative uncharacterized protein YDL221W	YDL221W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	183	
Q07658	reviewed	YD228_YEAST	Putative uncharacterized protein YDL228C	YDL228C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	213	
Q07738	reviewed	YD241_YEAST	Uncharacterized protein YDL241W	YDL241W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	123	endoplasmic reticulum [GO:0005783]
Q07746	reviewed	YD242_YEAST	Uncharacterized protein YDL242W	YDL242W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	117	
Q07790	reviewed	YD053_YEAST	Putative uncharacterized protein YDR053W	YDR053W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	131	membrane [GO:0016020]
Q07811	reviewed	YL020_YEAST	Putative uncharacterized protein YLL020C	YLL020C L1219	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	101	membrane [GO:0016020]
Q07865	reviewed	YL037_YEAST	Putative uncharacterized protein YLL037W	YLL037W L0910	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	126	membrane [GO:0016020]
Q07880	reviewed	YL044_YEAST	Putative uncharacterized protein YLL044W	YLL044W L0725	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	148	
Q07881	reviewed	YL047_YEAST	Putative uncharacterized protein YLL047W	YLL047W L0709	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	127	membrane [GO:0016020]
Q07927	reviewed	YL012_YEAST	Uncharacterized protein YLR012C	YLR012C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	99	
